,id_0,0|order_make,0|remove_obstacle,0|ad_opened,0|ad_finished,0|energy,0|energy_get,0|coin_cost,0|coin_get,0|ruby_cost,0|ruby_get,label
4995,9f22c5fa094a171c,4.0,31.0,0.0,0.0,62.0,165.0,0.0,803.0,0.0,33.0,1
2917,885422fadb32d587,0.0,3.0,0.0,0.0,74.0,0.0,0.0,225.0,0.0,5.0,0
3967,7eba84a27160972b,15.0,87.0,4.0,2.0,9.0,450.0,0.0,1469.0,12.0,56.0,1
6425,c21d7378224b9d03,13.0,62.0,0.0,0.0,76.0,544.0,1305.0,1333.0,47.0,56.0,1
2106,446e10e11d26ae8a,15.0,89.0,0.0,0.0,1.0,656.0,1505.0,1547.0,30.0,58.0,1
1149,253ad4f7ede43bf2,11.0,61.0,8.0,4.0,9.0,335.0,0.0,1325.0,0.0,44.0,1
2759,80db47eb4302288c,0.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
464,16fc594af2caeefd,24.0,70.0,12.0,6.0,0.0,484.0,1440.0,1443.0,56.0,56.0,0
7174,df6c60d59cd2e9c1,12.0,51.0,0.0,0.0,19.0,330.0,350.0,827.0,35.0,31.0,1
3435,C66246C0-6EFE-4E6E-BD57-FF2C23DC38C3,7.0,51.0,0.0,0.0,4.0,265.0,0.0,1098.0,0.0,36.0,0
5046,ee69558dd10b5cc1,6.0,40.0,0.0,0.0,102.0,265.0,0.0,821.0,28.0,32.0,0
1426,421e775b88b9f6cd,4.0,31.0,0.0,0.0,59.0,165.0,0.0,815.0,0.0,33.0,0
2895,874fb7df04f870f2,2.0,18.0,0.0,0.0,25.0,50.0,0.0,577.0,0.0,22.0,0
670,1539400e6154352c,9.0,52.0,0.0,0.0,15.0,355.0,350.0,1139.0,25.0,46.0,1
6130,b67cb661693c82af,25.0,128.0,14.0,7.0,2.0,923.0,1940.0,2032.0,43.0,72.0,1
5057,ef44c18795fcc0d1,2.0,23.0,1.0,0.0,1.0,50.0,0.0,591.0,0.0,20.0,0
930,1dacd0811dc79d2a,16.0,86.0,8.0,4.0,1.0,595.0,1050.0,1731.0,112.0,562.0,1
4980,eaf382f6714cda8b,9.0,68.0,0.0,0.0,2.0,529.0,1370.0,1371.0,45.0,56.0,0
614,1da8917ea9b251d0,0.0,2.0,0.0,0.0,76.0,0.0,0.0,200.0,0.0,5.0,0
8048,fe6687c0f44c7965,12.0,28.0,4.0,2.0,2.0,75.0,290.0,1153.0,217.0,233.0,1
306,09788d8f9fa93edd,1.0,3.0,0.0,0.0,74.0,25.0,0.0,269.0,0.0,15.0,1
4186,861e8d4ac68d5280,10.0,83.0,0.0,0.0,3.0,594.0,1345.0,1489.0,51.0,56.0,1
5163,B7D34069-36E0-4006-A33B-953EF4678E70,10.0,47.0,2.0,1.0,9.0,165.0,300.0,1326.0,39.0,47.0,1
2745,58c8e0c86cc2b1b7,14.0,97.0,0.0,0.0,2.0,738.0,1865.0,1876.0,51.0,77.0,1
2874,5ca06e2576d93770,16.0,82.0,0.0,0.0,35.0,508.0,1415.0,1433.0,47.0,58.0,1
2596,78a1a96cf6262ab5,1.0,8.0,0.0,0.0,66.0,25.0,0.0,281.0,0.0,15.0,0
5979,b1af3b25ab0cab52,4.0,21.0,2.0,1.0,32.0,75.0,0.0,811.0,0.0,131.0,1
4761,de7577b786bb778e,13.0,34.0,8.0,4.0,6.0,165.0,1055.0,1080.0,7.0,46.0,0
169,04e5a45bc1526900,6.0,44.0,0.0,0.0,51.0,265.0,0.0,986.0,3.0,34.0,1
7679,f12f9892adb2efe1,13.0,55.0,2.0,1.0,0.0,295.0,55.0,1358.0,13.0,57.0,1
5863,ad350a9fefa825a4,6.0,27.0,1.0,1.0,82.0,75.0,0.0,848.0,0.0,31.0,1
2720,7effc90fc7bdcd86,2.0,8.0,0.0,0.0,91.0,50.0,0.0,408.0,0.0,20.0,0
4009,b7e0934fe0904e5f,15.0,81.0,4.0,2.0,22.0,584.0,1395.0,1456.0,129.0,157.0,0
2914,883fa8f19db414a4,1.0,3.0,0.0,0.0,99.0,25.0,0.0,280.0,0.0,15.0,0
527,19b8ead7f42270ac,14.0,43.0,0.0,0.0,11.0,90.0,0.0,928.0,15.0,35.0,0
7168,df47616ec7bdd823,10.0,30.0,0.0,0.0,58.0,75.0,0.0,854.0,21.0,31.0,1
5034,A0FD8650-6C74-48A8-A785-441AB7084061,4.0,35.0,0.0,0.0,28.0,165.0,0.0,723.0,2.0,31.0,1
2559,76fe471fccb202fe,5.0,11.0,0.0,0.0,75.0,50.0,0.0,357.0,15.0,20.0,0
1574,33569e712ef169d8,8.0,39.0,9.0,4.0,56.0,75.0,0.0,1211.0,0.0,37.0,1
1648,4c82ef92327d5cf6,6.0,40.0,2.0,1.0,4.0,165.0,0.0,705.0,25.0,33.0,0
3628,a3fd55588193e001,2.0,11.0,0.0,0.0,74.0,50.0,0.0,494.0,0.0,21.0,0
3720,77ad24f47e8e751f,14.0,50.0,0.0,0.0,2.0,255.0,950.0,1092.0,0.0,34.0,1
3937,7daa5595c3ffe465,3.0,6.0,4.0,2.0,118.0,70.0,0.0,64.0,0.0,1.0,1
4116,83ede579526be28b,8.0,29.0,4.0,2.0,63.0,75.0,70.0,856.0,12.0,43.0,1
944,2c2a0fc76f7a0f3f,5.0,57.0,0.0,0.0,60.0,445.0,885.0,1169.0,0.0,36.0,0
1900,57e3c2c1fcde5516,0.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
6712,ccffb44f7de5e554,18.0,85.0,26.0,13.0,5.0,565.0,500.0,1453.0,49.0,60.0,1
638,143FCEF4-A158-4A83-8E72-D85C5F3E8D83,8.0,40.0,0.0,0.0,3.0,75.0,0.0,1784.0,25.0,1094.0,1
4901,9c0a1752a329e42a,19.0,62.0,8.0,4.0,0.0,155.0,150.0,1420.0,0.0,44.0,1
2457,723d6b12f3dd3111,4.0,8.0,0.0,0.0,91.0,50.0,0.0,447.0,0.0,21.0,0
4475,8f93591f4405a17f,10.0,62.0,4.0,2.0,5.0,295.0,0.0,1322.0,7.0,158.0,1
7150,de99898b3a8ff0d0,7.0,39.0,4.0,2.0,54.0,265.0,0.0,1092.0,0.0,135.0,1
2891,5d4e268b8d55ec00,5.0,22.0,0.0,0.0,2.0,50.0,0.0,733.0,0.0,21.0,1
183,091e925da4f65991,6.0,27.0,4.0,1.0,61.0,140.0,0.0,504.0,6.0,20.0,0
6127,b648a8c44cef53f8,6.0,42.0,4.0,2.0,60.0,245.0,0.0,1043.0,11.0,44.0,1
3562,a11abc2fa248999d,9.0,68.0,14.0,7.0,5.0,455.0,350.0,1328.0,0.0,46.0,0
5616,a3b14b3c68f20aca,32.0,176.0,45.0,21.0,4.0,1222.0,2220.0,2256.0,19.0,73.0,1
3278,9adb80071b8ff969,11.0,44.0,0.0,0.0,73.0,355.0,685.0,1257.0,35.0,46.0,0
911,2b0909cc0faa9b03,5.0,32.0,0.0,0.0,103.0,255.0,350.0,818.0,27.0,41.0,0
3320,9d4008859117849b,3.0,22.0,0.0,0.0,2.0,50.0,0.0,550.0,6.0,20.0,0
4574,d47c7d090d60da9b,8.0,31.0,0.0,0.0,1.0,75.0,0.0,854.0,36.0,41.0,0
4584,d4d2a8cf8469600d,11.0,63.0,0.0,0.0,5.0,385.0,350.0,1340.0,6.0,46.0,0
2685,5719100bea1f1829,24.0,116.0,0.0,0.0,2.0,886.0,1855.0,2034.0,50.0,69.0,1
6071,b44efb8d438361a4,3.0,8.0,0.0,0.0,91.0,50.0,0.0,373.0,1.0,20.0,1
2859,5bff6d40ff68452a,6.0,47.0,0.0,0.0,77.0,245.0,0.0,1010.0,0.0,36.0,1
1806,3F912725-F9BC-47B5-860F-4CF16091D358,13.0,85.0,0.0,0.0,3.0,655.0,1400.0,1496.0,45.0,59.0,1
5243,C871E364-65B4-4DB8-A390-D48F8A5AD56D,6.0,46.0,0.0,0.0,31.0,255.0,350.0,873.0,3.0,33.0,1
4276,c581ad3fcf9b96cb,7.0,69.0,0.0,0.0,68.0,565.0,1200.0,1356.0,41.0,57.0,0
286,08de26de33932990,18.0,83.0,10.0,5.0,4.0,632.0,1235.0,1310.0,25.0,51.0,1
1440,2ec1bdcc78f4c904,21.0,114.0,32.0,16.0,56.0,1085.0,1750.0,2271.0,102.0,314.0,1
7465,ea4b6c1ba511937c,20.0,80.0,6.0,3.0,5.0,480.0,0.0,1433.0,0.0,144.0,1
96,02db75fcb0160996,11.0,77.0,18.0,8.0,4.0,645.0,1050.0,1606.0,55.0,56.0,1
6738,ce22cb9208cc7ee1,16.0,109.0,4.0,4.0,11.0,788.0,1765.0,1770.0,26.0,69.0,1
4165,854f7e7eb9a25995,11.0,41.0,0.0,0.0,82.0,165.0,0.0,847.0,17.0,30.0,1
2777,59af0fce390258f2,23.0,124.0,1.0,0.0,10.0,922.0,2090.0,2029.0,7.0,75.0,1
615,1dafc5dbb39796fe,2.0,9.0,0.0,0.0,86.0,50.0,0.0,466.0,3.0,20.0,0
2382,4d25d3e1ed42c2dc,12.0,93.0,16.0,8.0,58.0,754.0,1545.0,1600.0,26.0,59.0,1
4672,d9a6de5677ab5377,1.0,8.0,0.0,0.0,66.0,25.0,0.0,285.0,0.0,15.0,0
5146,f4b5db1059363893,3.0,35.0,4.0,2.0,33.0,165.0,0.0,671.0,0.0,30.0,0
3267,9EC78301-2826-412D-A0C1-4B6CC285C369,5.0,45.0,0.0,0.0,2.0,215.0,0.0,953.0,0.0,34.0,0
4078,bb4cb43f3a2facc0,5.0,33.0,2.0,1.0,57.0,165.0,0.0,825.0,0.0,31.0,0
5131,f3aa5ef541929b67,5.0,29.0,0.0,0.0,75.0,165.0,0.0,789.0,0.0,31.0,0
5290,fc17e21e07add8f7,2.0,14.0,0.0,0.0,44.0,50.0,0.0,540.0,0.0,20.0,0
7782,f44db5eca353391a,3.0,19.0,2.0,1.0,20.0,50.0,0.0,375.0,7.0,20.0,1
8021,fd481811fd8deaa7,16.0,110.0,18.0,9.0,0.0,857.0,1585.0,1698.0,30.0,61.0,1
2662,563af6f940083a00,5.0,22.0,0.0,0.0,5.0,50.0,150.0,640.0,0.0,21.0,1
2174,64301021c688c47e,6.0,26.0,6.0,3.0,11.0,75.0,0.0,851.0,4.0,37.0,0
990,2e675b7d92ed3443,6.0,60.0,4.0,1.0,22.0,469.0,670.0,766.0,25.0,41.0,0
1081,232c66138b086626,12.0,88.0,22.0,11.0,12.0,717.0,1360.0,1445.0,38.0,162.0,1
1369,2be7a3db00a29407,19.0,86.0,2.0,1.0,101.0,739.0,1775.0,2139.0,102.0,151.0,1
7688,f187a6d18d773b48,18.0,77.0,0.0,0.0,0.0,435.0,980.0,1465.0,41.0,56.0,1
3476,D60659F2-93CA-49F2-ADFF-0C8DE46B348C,1.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
2415,6fcda1e6106dab27,6.0,49.0,0.0,0.0,9.0,265.0,0.0,1058.0,0.0,34.0,0
3099,9206eb5e17299ddb,4.0,35.0,6.0,3.0,30.0,165.0,35.0,1049.0,25.0,44.0,0
2661,563FB984-3085-4B7F-AA5A-23FDF498BCB8,28.0,118.0,51.0,25.0,14.0,905.0,1575.0,1992.0,14.0,61.0,1
2940,5f62fb1969696485,12.0,82.0,22.0,11.0,3.0,649.0,1485.0,1510.0,45.0,60.0,1
3708,a85393153a169853,15.0,76.0,0.0,0.0,8.0,569.0,1370.0,1371.0,151.0,154.0,0
2215,485e723200fa88c9,8.0,24.0,0.0,0.0,103.0,165.0,0.0,871.0,27.0,43.0,1
5434,EE791677-4514-4E04-AB31-A14A59E0E6AE,10.0,83.0,16.0,8.0,0.0,723.0,1390.0,1394.0,38.0,154.0,1
3141,65c8ad7be578ca84,12.0,75.0,34.0,17.0,203.0,855.0,1050.0,1361.0,54.0,54.0,1
7334,e5770b99a8cac4f6,9.0,84.0,0.0,0.0,1.0,691.0,1430.0,1432.0,24.0,54.0,1
2071,5f80c667f2aa1d21,0.0,3.0,0.0,0.0,74.0,0.0,0.0,199.0,0.0,5.0,0
4641,d756b00ba7a467e0,4.0,23.0,0.0,0.0,4.0,50.0,0.0,747.0,0.0,23.0,0
3701,a81638206eb5cf21,5.0,17.0,0.0,0.0,34.0,50.0,0.0,617.0,3.0,21.0,0
1930,3ef5135558b53d27,6.0,31.0,0.0,0.0,18.0,75.0,0.0,739.0,25.0,43.0,1
3737,aa194ef225d277e4,7.0,55.0,0.0,0.0,25.0,355.0,350.0,801.0,5.0,30.0,0
2930,8912c3cdb9e8fb09,1.0,3.0,0.0,0.0,74.0,25.0,0.0,269.0,0.0,15.0,0
1912,3e1b409f236c0521,8.0,57.0,2.0,1.0,3.0,335.0,350.0,1328.0,21.0,56.0,1
1245,283b5d0525725859,24.0,92.0,4.0,2.0,7.0,645.0,1410.0,1696.0,33.0,70.0,1
4859,e470ffe5c0fff4d0,4.0,5.0,0.0,0.0,89.0,25.0,0.0,281.0,6.0,15.0,0
7920,f9991812f63787b4,27.0,113.0,32.0,16.0,36.0,785.0,1085.0,2286.0,0.0,52.0,1
141,0420e32a84648d82,29.0,183.0,62.0,31.0,7.0,1545.0,2100.0,2469.0,18.0,85.0,1
2768,811df940b0bcf131,1.0,5.0,0.0,0.0,87.0,25.0,0.0,280.0,0.0,15.0,0
4362,c9fbb0f1b10487c9,2.0,12.0,0.0,0.0,67.0,50.0,0.0,535.0,0.0,20.0,0
3793,79d85dfd0ccdfdd7,8.0,29.0,0.0,0.0,46.0,75.0,105.0,849.0,24.0,41.0,1
2408,6f6a8e2f156cf8f1,1.0,3.0,0.0,0.0,74.0,0.0,0.0,219.0,0.0,5.0,0
4412,cc1482eb5069c42e,14.0,87.0,0.0,0.0,3.0,692.0,1435.0,1442.0,46.0,56.0,0
3677,768a7893fa597dad,7.0,26.0,0.0,0.0,4.0,75.0,150.0,852.0,0.0,33.0,1
3278,698494860dc6e154,15.0,105.0,22.0,10.0,2.0,827.0,1515.0,1749.0,38.0,68.0,1
7811,f5537b5f264b95d8,7.0,23.0,0.0,0.0,0.0,50.0,0.0,635.0,0.0,21.0,1
982,1fe2bffc789cbdcb,9.0,78.0,2.0,1.0,2.0,638.0,1340.0,1365.0,58.0,58.0,1
6115,b5cdb8a420ee19f1,5.0,56.0,0.0,0.0,168.0,516.0,1055.0,1058.0,1.0,36.0,1
3789,79FBF601-54DF-4E0B-8EFD-5394566F738C,20.0,109.0,4.0,1.0,5.0,705.0,1555.0,1880.0,77.0,96.0,1
1772,3A68C6A9-B42E-4A2C-9B0F-674C8ABA5C21,15.0,81.0,0.0,0.0,0.0,535.0,350.0,1529.0,25.0,56.0,1
2507,748E89AC-F5B8-4EE7-B682-B52559BD8B15,5.0,25.0,0.0,0.0,102.0,165.0,0.0,815.0,0.0,33.0,0
71,03ec255f8bf5b763,6.0,40.0,0.0,0.0,61.0,222.0,640.0,848.0,10.0,41.0,0
1973,5aa481915eb65dc7,11.0,83.0,0.0,0.0,3.0,636.0,1405.0,1421.0,44.0,58.0,0
2959,8F5C34F3-FD33-48D6-9F7D-FE6BDCEDC198,1.0,8.0,0.0,0.0,91.0,50.0,0.0,0.0,0.0,0.0,0
7911,f945210ec53b9b5c,7.0,25.0,0.0,0.0,3.0,50.0,0.0,719.0,13.0,33.0,1
886,1c4a8c4eb6d73133,6.0,31.0,2.0,1.0,82.0,165.0,0.0,1023.0,31.0,46.0,1
2033,424f0507f53a531,5.0,23.0,0.0,0.0,1.0,50.0,0.0,651.0,0.0,21.0,1
4719,dc004b59527cdfd5,7.0,60.0,0.0,0.0,26.0,505.0,1050.0,1296.0,2.0,44.0,0
5603,a359de56ff1e1112,7.0,39.0,2.0,0.0,5.0,165.0,0.0,701.0,0.0,31.0,1
3600,73e1ccc2d9e1c244,14.0,82.0,12.0,5.0,16.0,485.0,350.0,1481.0,68.0,89.0,1
714,224aa506699271ff,14.0,116.0,24.0,12.0,1.0,1003.0,1590.0,1719.0,12.0,61.0,0
7047,da43512a550764e3,9.0,63.0,0.0,0.0,1.0,385.0,350.0,1531.0,25.0,59.0,1
4602,93746895-2E82-47CD-B238-C8E931ACDEEA,11.0,87.0,0.0,0.0,14.0,641.0,1580.0,1671.0,44.0,57.0,1
4078,823301271815b4ea,10.0,91.0,2.0,1.0,2.0,715.0,1550.0,1552.0,55.0,56.0,1
5043,A2E9C64D-330B-445B-ADFA-F14DE6715CF8,16.0,100.0,0.0,0.0,3.0,730.0,1425.0,1669.0,13.0,59.0,1
2561,77185755fe77bb69,7.0,44.0,0.0,0.0,140.0,355.0,350.0,1031.0,7.0,46.0,0
3391,6ce213dfb1d00416,13.0,65.0,2.0,1.0,78.0,295.0,150.0,1366.0,50.0,89.0,1
2490,73b0f3cef2b4a8dd,5.0,23.0,0.0,0.0,0.0,50.0,0.0,631.0,0.0,21.0,0
4777,df29f1278c9b07af,6.0,40.0,0.0,0.0,54.0,265.0,0.0,908.0,25.0,44.0,0
5860,ad20b01c033c355e,8.0,71.0,0.0,0.0,2.0,475.0,700.0,1180.0,0.0,43.0,1
565,1b26618ab28a8786,7.0,44.0,2.0,1.0,5.0,235.0,70.0,1110.0,0.0,36.0,0
3578,a1b6a3afdc94073e,4.0,8.0,0.0,0.0,101.0,60.0,0.0,381.0,1.0,20.0,0
898,2a501de51ff922bd,9.0,31.0,0.0,0.0,77.0,180.0,0.0,936.0,0.0,33.0,0
7743,f35174014b9b04f1,8.0,52.0,8.0,4.0,4.0,295.0,0.0,1089.0,9.0,44.0,1
3788,79F4FDE1-2AA1-417F-9C2E-9B14696A26D6,6.0,22.0,0.0,0.0,28.0,75.0,0.0,843.0,26.0,41.0,1
3353,9f068b7613a4750f,5.0,54.0,1.0,0.0,12.0,305.0,0.0,1004.0,0.0,34.0,0
4882,e56ac59c96c960cf,2.0,3.0,0.0,0.0,99.0,25.0,0.0,280.0,0.0,115.0,0
1231,39cf6c5db2c5dd5c,5.0,43.0,0.0,0.0,110.0,305.0,350.0,816.0,0.0,31.0,0
1505,464cf08e14a20d78,15.0,48.0,0.0,0.0,36.0,165.0,0.0,1075.0,45.0,46.0,0
970,2d58455c6425a22e,6.0,42.0,0.0,0.0,6.0,215.0,0.0,1065.0,0.0,34.0,0
1066,2287484c0235e71f,8.0,25.0,0.0,0.0,59.0,50.0,0.0,578.0,5.0,22.0,1
2733,58517fb6b72cb9c9,9.0,18.0,0.0,0.0,50.0,50.0,0.0,731.0,0.0,21.0,1
5695,a637cca1defef95c,20.0,111.0,29.0,14.0,3.0,625.0,1505.0,2274.0,25.0,88.0,1
1438,2ea84cc18b02f8f1,13.0,68.0,12.0,6.0,77.0,516.0,1305.0,1379.0,0.0,46.0,1
1182,37939ce282e5de7f,0.0,2.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0
3989,b7026411e43418f2,6.0,61.0,4.0,2.0,52.0,532.0,1185.0,1312.0,41.0,56.0,0
4231,877acb586742a96f,7.0,61.0,0.0,0.0,156.0,635.0,1250.0,1250.0,39.0,45.0,1
3466,D1D282A2-23CD-408D-B569-CEBAD487C0C7,7.0,80.0,0.0,0.0,6.0,644.0,1395.0,1413.0,52.0,58.0,0
1284,29f83e1e093eb49c,23.0,99.0,12.0,6.0,6.0,655.0,875.0,1863.0,35.0,61.0,1
2041,42b4589530db26c4,11.0,32.0,0.0,0.0,4.0,75.0,705.0,898.0,3.0,35.0,1
4334,8a2cf4f2bcbe0c6c,31.0,108.0,43.0,20.0,13.0,845.0,2000.0,2290.0,56.0,206.0,1
1362,3f1b0746b0f02610,3.0,8.0,0.0,0.0,67.0,25.0,0.0,173.0,6.0,10.0,0
5028,9ffa94ee1653489e,7.0,39.0,2.0,1.0,5.0,165.0,0.0,1016.0,0.0,36.0,1
6525,c56916188e021872,2.0,21.0,0.0,0.0,5.0,50.0,0.0,668.0,0.0,20.0,1
680,20bb3524acaefa81,4.0,23.0,0.0,0.0,6.0,50.0,0.0,545.0,0.0,20.0,0
2714,7e995a44b7ee415d,1.0,8.0,0.0,0.0,91.0,50.0,0.0,355.0,0.0,20.0,0
4051,ba19ae242c416cc5,2.0,9.0,0.0,0.0,86.0,50.0,0.0,374.0,0.0,20.0,0
6416,c1bb5024d2a519e3,14.0,42.0,0.0,0.0,0.0,165.0,0.0,853.0,125.0,141.0,1
3186,67098fc77d223c3c,21.0,123.0,16.0,7.0,1.0,871.0,1725.0,1776.0,63.0,63.0,1
7361,e6a4e1dc50211a18,13.0,27.0,0.0,0.0,0.0,75.0,855.0,1062.0,8.0,44.0,1
332,106d93be54df58b0,14.0,77.0,26.0,13.0,4.0,609.0,1370.0,1448.0,47.0,56.0,0
3725,a94021b7448fa687,2.0,8.0,0.0,0.0,91.0,50.0,0.0,469.0,0.0,20.0,0
5039,A23BBE24-C98C-4ACD-88AA-23225796FC26,1.0,3.0,0.0,0.0,79.0,0.0,0.0,219.0,0.0,5.0,1
3432,C5713270-F725-4AB5-8EF9-14458A5513E2,11.0,52.0,8.0,4.0,8.0,335.0,450.0,912.0,14.0,44.0,0
2749,58e7e629aae8ff7a,15.0,96.0,10.0,5.0,92.0,791.0,1480.0,1730.0,24.0,63.0,1
7155,ded92d5c9531f223,1.0,3.0,0.0,0.0,99.0,25.0,0.0,281.0,0.0,15.0,1
2383,4d32fc433146f03c,11.0,94.0,14.0,7.0,32.0,768.0,1465.0,1475.0,52.0,56.0,1
899,2a52581402cf9323,0.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
4933,e85cad9083ea83ed,17.0,97.0,22.0,11.0,68.0,812.0,1790.0,2070.0,62.0,63.0,0
572,1230C564-5B78-4195-8F88-723310DA5EF2,5.0,26.0,8.0,4.0,2.0,50.0,0.0,785.0,35.0,131.0,1
1799,3E8AECBE-8000-4D51-B9E2-96E540DDE0C5,11.0,22.0,0.0,0.0,49.0,75.0,600.0,826.0,19.0,32.0,1
2217,65fdd1c54e16773f,19.0,106.0,48.0,24.0,7.0,805.0,830.0,1719.0,59.0,92.0,0
915,1d32339b2b830a05,24.0,67.0,14.0,7.0,2.0,195.0,0.0,1424.0,72.0,89.0,1
5097,AD685ED3-1A07-4F54-B969-CB3DD97A6D0B,12.0,84.0,0.0,0.0,18.0,735.0,1400.0,1503.0,56.0,67.0,1
377,12ac3ac4ceb63b4c,8.0,49.0,0.0,0.0,7.0,265.0,0.0,1158.0,15.0,46.0,0
529,10ffed0769d176f8,12.0,58.0,10.0,5.0,11.0,415.0,350.0,1349.0,6.0,44.0,1
6094,b52db2d8755281a5,16.0,106.0,10.0,5.0,13.0,765.0,1455.0,1684.0,0.0,54.0,1
1985,40e3ede113fb9bd6,9.0,46.0,2.0,1.0,1.0,165.0,0.0,1058.0,26.0,44.0,1
4935,9d44f09abee045cf,18.0,70.0,0.0,0.0,24.0,526.0,1480.0,1554.0,55.0,67.0,1
34,00ecb09e0bea153e,5.0,60.0,0.0,0.0,68.0,542.0,1035.0,1279.0,7.0,54.0,1
2366,6d5716ad5592142c,10.0,32.0,4.0,2.0,13.0,165.0,225.0,871.0,0.0,31.0,0
4769,deba627a585d9b1e,5.0,12.0,0.0,0.0,68.0,50.0,0.0,625.0,3.0,21.0,0
3499,E25C02C0-E710-4C4F-8DCD-926C094568BC,1.0,3.0,0.0,0.0,99.0,25.0,0.0,280.0,0.0,15.0,0
1479,44e64635500ba4c4,0.0,3.0,0.0,0.0,74.0,25.0,0.0,274.0,0.0,15.0,0
3737,783174f37ba60dc8,9.0,41.0,0.0,0.0,7.0,75.0,0.0,904.0,25.0,46.0,1
3333,9d869ec0c8cc7552,6.0,47.0,0.0,0.0,8.0,235.0,0.0,1132.0,0.0,34.0,0
7253,e2b610e01841bc4b,11.0,69.0,2.0,1.0,16.0,582.0,1035.0,1310.0,37.0,58.0,1
2108,611d1f0b90ed3a6b,1.0,7.0,0.0,0.0,75.0,25.0,0.0,282.0,0.0,15.0,0
5,0042d6d2fa94d48d,11.0,49.0,12.0,6.0,14.0,245.0,600.0,1141.0,0.0,34.0,1
521,198f7ce17c64cc93,2.0,21.0,2.0,1.0,9.0,50.0,0.0,624.0,0.0,21.0,0
4853,9a3284366c04fed6,47.0,135.0,21.0,10.0,0.0,632.0,1720.0,1972.0,86.0,92.0,1
3599,a2e73b6fae7b6fcf,5.0,52.0,2.0,1.0,16.0,365.0,350.0,1072.0,2.0,134.0,0
2259,6897e36df175651b,1.0,8.0,0.0,0.0,91.0,50.0,0.0,335.0,0.0,20.0,0
5707,a6a1c5d5d67ad931,13.0,47.0,0.0,0.0,3.0,235.0,295.0,1073.0,3.0,36.0,1
4154,bf1604a7e3ea5311,3.0,15.0,0.0,0.0,48.0,50.0,0.0,596.0,7.0,20.0,0
4973,9e78c0d574c941f8,8.0,55.0,2.0,1.0,25.0,305.0,350.0,1006.0,17.0,33.0,1
4230,876c1e0ea40b7069,11.0,30.0,0.0,0.0,60.0,75.0,0.0,880.0,12.0,43.0,1
1073,22e81cc78555e081,10.0,28.0,6.0,3.0,2.0,75.0,990.0,1066.0,38.0,46.0,1
2605,549569d71ca78baa,10.0,62.0,20.0,10.0,4.0,375.0,150.0,1413.0,11.0,54.0,1
2736,801480270d8c5d05,4.0,6.0,0.0,0.0,82.0,25.0,0.0,302.0,12.0,15.0,0
1248,28475c40ed7497f7,3.0,21.0,0.0,0.0,31.0,75.0,0.0,780.0,0.0,32.0,1
1113,34027075-F739-4679-A8AA-85D3B27E3F7E,10.0,51.0,4.0,2.0,4.0,345.0,700.0,1131.0,33.0,44.0,0
2828,8473bb3057ee59b4,13.0,53.0,0.0,0.0,4.0,355.0,350.0,1216.0,43.0,47.0,0
3090,64498909057060f2,4.0,22.0,0.0,0.0,3.0,50.0,0.0,627.0,0.0,21.0,1
2950,8D57764D-1CD0-4E97-A915-ABA177C7FE08,7.0,48.0,0.0,0.0,2.0,265.0,0.0,1087.0,10.0,46.0,0
939,2bef2136eac2a191,20.0,78.0,0.0,0.0,5.0,444.0,1790.0,1791.0,156.0,156.0,0
4404,8cb782a11d96ec00,6.0,26.0,0.0,0.0,4.0,50.0,0.0,643.0,0.0,21.0,1
5782,a9af619b15c7d0a5,8.0,50.0,0.0,0.0,6.0,265.0,0.0,1056.0,0.0,36.0,1
2528,753b34757eea249e,0.0,3.0,0.0,0.0,74.0,0.0,0.0,225.0,0.0,5.0,0
2604,78ed8f57b89b4919,2.0,8.0,0.0,0.0,91.0,50.0,0.0,337.0,0.0,20.0,0
1937,3f289a6c06fe3122,6.0,25.0,0.0,0.0,14.0,75.0,280.0,805.0,28.0,31.0,1
2508,51A056A4-990A-4B19-94E3-BFB086C2DA1B,9.0,51.0,10.0,5.0,132.0,455.0,500.0,1088.0,25.0,34.0,1
471,0e907b284d399396,1.0,3.0,0.0,0.0,74.0,25.0,0.0,276.0,0.0,15.0,1
3532,721c5261cfd20fc,6.0,26.0,0.0,0.0,6.0,75.0,0.0,822.0,0.0,31.0,1
3734,781eecaed82c6fbb,14.0,113.0,8.0,4.0,4.0,910.0,1825.0,1833.0,123.0,165.0,1
2407,6f615ee80523cce9,1.0,3.0,0.0,0.0,99.0,25.0,0.0,280.0,0.0,15.0,0
3321,6a51d95103ab4f99,3.0,8.0,0.0,0.0,91.0,50.0,0.0,355.0,0.0,20.0,1
218,0F698358-E6EC-4126-9C48-D715569B48FA,6.0,55.0,0.0,0.0,72.0,402.0,840.0,1054.0,7.0,46.0,0
2365,6d4b876bb32b6090,3.0,21.0,0.0,0.0,82.0,75.0,0.0,781.0,0.0,31.0,0
4517,d1d5808db1822e8f,6.0,27.0,0.0,0.0,1.0,75.0,0.0,856.0,0.0,33.0,0
4406,cbfacb94c14fdc66,4.0,26.0,0.0,0.0,6.0,75.0,0.0,805.0,2.0,31.0,0
