,id_0,0|order_make,0|remove_obstacle,0|ad_opened,0|ad_finished,0|energy,0|energy_get,0|coin_cost,0|coin_get,0|ruby_cost,0|ruby_get,label
2219,487f638fd1bc650d,10.0,62.0,0.0,0.0,1.0,415.0,700.0,1355.0,25.0,56.0,1
92,04e34536489a28cb,1.0,3.0,0.0,0.0,75.0,0.0,0.0,190.0,0.0,5.0,0
3999,7fdd3e3014fa31af,7.0,60.0,0.0,0.0,35.0,515.0,1120.0,1293.0,30.0,54.0,1
1581,49f84da4185c7476,1.0,3.0,0.0,0.0,99.0,25.0,0.0,274.0,0.0,15.0,0
5251,fa4772a176bd984a,5.0,14.0,0.0,0.0,63.0,50.0,0.0,509.0,3.0,23.0,0
7857,f70c28b36bda9f09,3.0,23.0,0.0,0.0,18.0,75.0,0.0,708.0,0.0,33.0,1
1312,2E4740E8-0B97-44D5-905B-DC57E1435DC9,9.0,60.0,0.0,0.0,84.0,565.0,1275.0,1309.0,42.0,54.0,1
5569,a235f58acf18956c,43.0,98.0,50.0,25.0,77.0,845.0,1825.0,3090.0,260.0,1799.0,1
7737,f3091bae57fe4212,21.0,88.0,32.0,15.0,52.0,685.0,0.0,1611.0,56.0,61.0,1
5214,C2C372CB-BE65-4CED-AB7F-1A647EFB274D,5.0,39.0,0.0,0.0,4.0,215.0,0.0,1102.0,0.0,34.0,1
2163,46662f29171ccde9,17.0,117.0,14.0,6.0,26.0,904.0,1620.0,1712.0,56.0,63.0,1
3883,7bf7bf30c948bc9a,6.0,27.0,0.0,0.0,4.0,75.0,300.0,840.0,0.0,33.0,1
5827,abf90abab6cac515,0.0,3.0,0.0,0.0,74.0,25.0,0.0,274.0,0.0,15.0,1
7803,f5144580c5775abe,12.0,57.0,0.0,0.0,12.0,295.0,0.0,1290.0,6.0,46.0,1
2669,7c1926e1b25818ad,9.0,46.0,0.0,0.0,308.0,513.0,1040.0,1148.0,28.0,44.0,0
5405,E93B596C-198B-4F3D-955F-132C4778400F,2.0,21.0,0.0,0.0,6.0,50.0,0.0,625.0,0.0,21.0,1
1243,3BE5956B-5BF8-4B72-9CFC-23F4F91BF88F,8.0,62.0,0.0,0.0,84.0,565.0,1050.0,1395.0,55.0,56.0,0
2069,5f6d2c0893b75e78,4.0,37.0,2.0,1.0,29.0,165.0,0.0,688.0,0.0,31.0,0
4572,9299a517026e1899,7.0,33.0,0.0,0.0,57.0,165.0,0.0,818.0,0.0,33.0,1
2179,4744be8efffe83b2,28.0,83.0,12.0,6.0,3.0,482.0,1470.0,1492.0,38.0,59.0,1
98,03000c9b294ce532,14.0,70.0,26.0,13.0,5.0,495.0,350.0,1407.0,25.0,57.0,1
5613,a3ac1537cfede528,4.0,31.0,0.0,0.0,61.0,165.0,150.0,841.0,0.0,33.0,1
2767,5977A458-26C5-49D8-9B34-C5919861A1BE,12.0,62.0,7.0,3.0,110.0,584.0,1150.0,1169.0,48.0,60.0,1
3421,6e48aa19bb1b1e20,16.0,95.0,18.0,9.0,2.0,726.0,1860.0,1924.0,95.0,163.0,1
45,024d549b617a225c,1.0,8.0,0.0,0.0,66.0,50.0,0.0,356.0,0.0,20.0,0
4585,d4d7403fb34e7c53,3.0,8.0,0.0,0.0,91.0,50.0,0.0,456.0,17.0,20.0,0
3650,75aae63e447a6135,16.0,75.0,0.0,0.0,4.0,414.0,1410.0,1415.0,56.0,56.0,1
3084,6430fc619a871a39,7.0,47.0,0.0,0.0,3.0,165.0,0.0,1049.0,0.0,37.0,1
2048,5dec480336372979,1.0,8.0,0.0,0.0,91.0,50.0,0.0,339.0,0.0,20.0,0
42,0227C957-6133-433D-BEAB-5120A68B955B,15.0,76.0,0.0,0.0,1.0,597.0,1735.0,1736.0,156.0,156.0,0
2418,4e93bfc066acc45d,5.0,30.0,0.0,0.0,2.0,75.0,0.0,817.0,0.0,31.0,1
6321,be54885e09d2cb13,4.0,21.0,0.0,0.0,8.0,50.0,0.0,582.0,0.0,20.0,1
3218,67cf9d24d8ab7ed3,9.0,50.0,2.0,1.0,35.0,305.0,500.0,1042.0,19.0,46.0,1
4238,c32875b91fa50870,7.0,25.0,0.0,0.0,7.0,75.0,0.0,843.0,0.0,31.0,0
1226,27bd7f218b527562,11.0,72.0,0.0,0.0,3.0,505.0,1050.0,1402.0,58.0,66.0,1
4849,e3d83aff0b717de4,2.0,8.0,0.0,0.0,91.0,50.0,0.0,421.0,0.0,20.0,0
4966,9e41a5a5b8e3697b,11.0,72.0,1.0,1.0,0.0,475.0,350.0,1380.0,39.0,54.0,1
2560,530c09da74b2ee3c,2.0,8.0,0.0,0.0,91.0,50.0,0.0,418.0,0.0,20.0,1
4089,82E0C3C0-D365-4164-B562-ACE01869DDBD,11.0,42.0,0.0,0.0,4.0,165.0,0.0,1112.0,7.0,46.0,1
1898,57ddbd1f0d60b9c9,1.0,6.0,0.0,0.0,82.0,25.0,0.0,296.0,0.0,15.0,0
7154,ded448d5d6bd9970,4.0,6.0,0.0,0.0,83.0,25.0,0.0,283.0,12.0,15.0,1
607,1354E721-A879-49E3-8D9B-A9671D90CE89,13.0,109.0,12.0,5.0,12.0,850.0,1825.0,1839.0,148.0,167.0,1
5444,F0F8B433-C8CE-4DF8-B990-C15A15B2FF72,8.0,53.0,2.0,1.0,60.0,385.0,350.0,1273.0,35.0,46.0,1
616,13b31bff1decf9a9,3.0,17.0,0.0,0.0,38.0,50.0,0.0,533.0,0.0,23.0,1
6695,cc1586dbd43f7cf9,9.0,80.0,2.0,1.0,9.0,627.0,1435.0,1448.0,42.0,58.0,1
2076,43ae54f0be0247d2,6.0,28.0,0.0,0.0,43.0,75.0,0.0,727.0,0.0,31.0,1
261,07be3ecc136a5261,3.0,20.0,0.0,0.0,14.0,50.0,0.0,481.0,1.0,21.0,1
830,1a0eb38ed3e7b412,4.0,18.0,0.0,0.0,28.0,50.0,0.0,592.0,0.0,20.0,1
1898,3d9e8b2c754baf5f,7.0,31.0,0.0,0.0,63.0,165.0,0.0,826.0,21.0,33.0,1
794,1AB3082F-B622-48D4-B758-4C08698ED516,6.0,55.0,0.0,0.0,10.0,295.0,0.0,955.0,12.0,44.0,1
4913,9c67a95f52e18a8e,21.0,120.0,0.0,0.0,3.0,795.0,1700.0,1817.0,62.0,65.0,1
5304,fce430db6b118a59,1.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
2018,41d80283c5af628d,1.0,8.0,0.0,0.0,91.0,50.0,0.0,340.0,0.0,20.0,1
5366,E01F254B-4C2B-4EDB-82F4-4E129CDB512C,5.0,71.0,0.0,0.0,4.0,515.0,1050.0,1374.0,31.0,56.0,1
7806,f528a25795550930,10.0,67.0,2.0,1.0,39.0,405.0,0.0,1352.0,48.0,54.0,1
3276,9abaa4b3a58c5567,5.0,54.0,0.0,0.0,0.0,355.0,350.0,1201.0,20.0,46.0,0
2996,6154EE8C-9C65-462B-A5C9-F06E28F33EC5,24.0,103.0,0.0,0.0,16.0,675.0,1800.0,1831.0,33.0,72.0,1
187,05711b9ba9eaeb87,5.0,26.0,0.0,0.0,3.0,75.0,0.0,817.0,0.0,31.0,1
2690,57305129817fc48b,4.0,18.0,0.0,0.0,37.0,50.0,0.0,484.0,6.0,20.0,1
653,1fa807124b68375b,7.0,42.0,4.0,2.0,63.0,255.0,725.0,1191.0,35.0,46.0,0
7886,f84f2a8c69b5b6b7,0.0,1.0,0.0,0.0,77.0,0.0,0.0,199.0,0.0,5.0,1
2509,7492c69e4e9e260c,1.0,3.0,0.0,0.0,100.0,25.0,0.0,279.0,0.0,115.0,0
7762,f3c6cdbc39cbfa0a,23.0,101.0,8.0,4.0,48.0,900.0,1425.0,1984.0,29.0,70.0,1
3611,743885b14936f469,9.0,26.0,2.0,1.0,7.0,75.0,860.0,908.0,5.0,31.0,1
4465,ced22d41402d889d,1.0,3.0,0.0,0.0,100.0,25.0,0.0,282.0,0.0,15.0,0
7142,de4d89d7c5b4fdf5,6.0,31.0,0.0,0.0,62.0,165.0,0.0,827.0,9.0,31.0,1
5336,ff6e4f614096ce23,2.0,17.0,0.0,0.0,28.0,50.0,0.0,483.0,0.0,20.0,0
3837,afb3fb72733ccf32,5.0,23.0,0.0,0.0,6.0,50.0,0.0,742.0,0.0,21.0,0
5150,B66EF7A8-60C8-4194-99C9-E6FEBF01A6C0,5.0,56.0,0.0,0.0,6.0,355.0,350.0,1081.0,6.0,34.0,1
2142,45F413FC-82CC-435D-8E41-E3F1A39C0A17,7.0,49.0,0.0,0.0,3.0,265.0,0.0,1037.0,0.0,34.0,1
5151,B6784310-C4B1-4F19-82CE-49815BF4C293,33.0,106.0,31.0,14.0,9.0,845.0,2360.0,2745.0,8.0,1109.0,1
2404,4defd702e5adaa61,6.0,46.0,0.0,0.0,5.0,215.0,0.0,1031.0,0.0,36.0,1
1234,39f00f44d2febe8e,4.0,17.0,0.0,0.0,33.0,50.0,0.0,490.0,0.0,21.0,0
2319,4a78dbc15d08d826,18.0,62.0,1.0,0.0,19.0,385.0,575.0,1394.0,13.0,58.0,1
1583,33ab32b1b5cbd3f2,12.0,87.0,0.0,0.0,0.0,657.0,1510.0,1517.0,57.0,57.0,1
6492,c41c7a33943add30,15.0,96.0,2.0,1.0,69.0,705.0,1050.0,1773.0,28.0,74.0,1
6814,d10d24e5b47b5604,6.0,55.0,0.0,0.0,58.0,425.0,700.0,1236.0,16.0,54.0,1
4462,ceb152f8c1747ba7,0.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
4299,c668fcafa968b63d,3.0,23.0,0.0,0.0,1.0,50.0,0.0,582.0,0.0,20.0,0
3451,6f66f2774603fcac,6.0,26.0,4.0,1.0,4.0,75.0,0.0,1016.0,12.0,44.0,1
5088,f15a65b7f6e3e098,6.0,30.0,2.0,1.0,0.0,75.0,0.0,842.0,0.0,31.0,0
616,1db20843839aee89,5.0,8.0,0.0,0.0,67.0,25.0,0.0,324.0,15.0,15.0,0
2666,5692DE61-788D-4BF4-BBA6-FF280E8B8B11,7.0,45.0,6.0,3.0,8.0,215.0,75.0,1044.0,0.0,34.0,1
2310,6a3fad4b79b2f03d,1.0,3.0,0.0,0.0,99.0,25.0,0.0,269.0,0.0,15.0,0
3885,b23c359ea973c8ee,5.0,31.0,0.0,0.0,61.0,165.0,0.0,742.0,1.0,130.0,0
413,0c6dbdef1647f440,8.0,37.0,0.0,0.0,8.0,75.0,0.0,815.0,0.0,30.0,1
4600,936e394b67836da4,20.0,44.0,2.0,1.0,2.0,75.0,1085.0,1218.0,33.0,44.0,1
1285,29fa3a669d90f043,6.0,31.0,0.0,0.0,63.0,165.0,105.0,703.0,10.0,41.0,1
2219,6609fec74f7225c7,5.0,18.0,0.0,0.0,30.0,50.0,0.0,719.0,1.0,23.0,0
3909,7d1e025b4a6e40b6,27.0,100.0,30.0,15.0,3.0,860.0,1750.0,2488.0,146.0,167.0,1
2008,416b68292ef8d200,3.0,23.0,0.0,0.0,4.0,50.0,0.0,749.0,0.0,23.0,1
4669,95bce5230cfa1371,14.0,96.0,15.0,7.0,0.0,691.0,1530.0,1547.0,48.0,93.0,1
865,2973bbe91c667a9e,2.0,8.0,0.0,0.0,91.0,50.0,0.0,356.0,0.0,20.0,0
1219,390e11bcc8b9f6e6,3.0,8.0,0.0,0.0,73.0,30.0,0.0,343.0,0.0,15.0,0
3253,99bda2aecbf57c09,0.0,3.0,0.0,0.0,74.0,0.0,0.0,199.0,0.0,5.0,0
6717,cd20b15f246a41a6,25.0,89.0,26.0,13.0,81.0,665.0,1405.0,1600.0,31.0,61.0,1
2359,4c363dd0fa2e5b8e,8.0,49.0,0.0,0.0,34.0,265.0,0.0,965.0,9.0,33.0,1
6907,d4be7620c698b44e,7.0,31.0,8.0,4.0,1.0,75.0,0.0,862.0,0.0,31.0,1
785,25753b8ec584b27a,16.0,75.0,0.0,0.0,9.0,629.0,1370.0,1397.0,43.0,56.0,0
4027,80EEF1A0-240C-4145-8447-1F584A5E68E8,17.0,106.0,20.0,10.0,4.0,725.0,0.0,1756.0,0.0,49.0,1
3440,6ef1df17e4886fa5,13.0,57.0,0.0,0.0,68.0,490.0,1075.0,1256.0,43.0,54.0,1
5321,D827D8D4-F457-4FD7-A355-3A4EA8AFF4CF,8.0,89.0,16.0,8.0,54.0,768.0,1365.0,1514.0,55.0,62.0,1
5050,eeb9dbd03aa5f910,4.0,31.0,1.0,0.0,61.0,165.0,0.0,736.0,0.0,32.0,0
1502,3108349c2d816136,16.0,118.0,14.0,7.0,3.0,898.0,1865.0,1915.0,25.0,61.0,1
6621,c9256f3bf02b322e,12.0,57.0,0.0,0.0,4.0,310.0,105.0,1103.0,0.0,46.0,1
2504,74732B9E-3038-4BEF-80DE-805CA29C186B,5.0,21.0,0.0,0.0,5.0,50.0,0.0,624.0,0.0,21.0,0
1734,3889ff2690e9716e,40.0,156.0,40.0,20.0,3.0,1220.0,2050.0,2072.0,274.0,173.0,1
1630,4bb99170490612de,2.0,16.0,0.0,0.0,43.0,50.0,0.0,557.0,0.0,20.0,0
850,1af28a869671a47c,6.0,45.0,0.0,0.0,2.0,205.0,0.0,1039.0,0.0,34.0,1
430,156250d3313d2731,1.0,8.0,0.0,0.0,68.0,25.0,0.0,279.0,0.0,15.0,0
1470,2fae88ecdb542e8d,15.0,82.0,0.0,0.0,4.0,621.0,1400.0,1451.0,44.0,57.0,1
3167,66635615b5068769,17.0,78.0,0.0,0.0,14.0,657.0,1510.0,1514.0,81.0,89.0,1
1260,3a32d6d7bc7cc4d4,6.0,52.0,0.0,0.0,5.0,355.0,425.0,1164.0,0.0,34.0,0
6504,c48c01065a0e61c2,4.0,22.0,0.0,0.0,0.0,50.0,0.0,608.0,3.0,20.0,1
4671,d979eb8a662491a2,10.0,60.0,14.0,6.0,139.0,645.0,1250.0,1294.0,0.0,46.0,0
3046,8f018c49c2aef5ec,7.0,58.0,0.0,0.0,168.0,579.0,1120.0,1258.0,2.0,46.0,0
3050,6336492bbb1e02a8,6.0,53.0,0.0,0.0,36.0,385.0,500.0,1235.0,0.0,44.0,1
6230,ba3bbda9692d36aa,32.0,109.0,26.0,11.0,1.0,838.0,1935.0,1986.0,57.0,67.0,1
4937,e8df8edb3162dba4,2.0,4.0,0.0,0.0,94.0,25.0,0.0,279.0,0.0,15.0,0
4645,94d8fff052b9a659,9.0,31.0,6.0,3.0,67.0,75.0,0.0,1035.0,0.0,34.0,1
2675,7c6ce31917afdea1,5.0,22.0,0.0,0.0,14.0,80.0,0.0,322.0,2.0,11.0,0
2140,62aa62146faf79a6,8.0,53.0,0.0,0.0,72.0,425.0,700.0,1092.0,6.0,36.0,0
831,1a248fb88c3a6971,8.0,39.0,10.0,5.0,12.0,165.0,0.0,871.0,25.0,43.0,1
6515,c4e31a4382061582,7.0,19.0,0.0,0.0,43.0,60.0,0.0,478.0,4.0,20.0,1
468,17133dabe2052436,2.0,31.0,2.0,1.0,35.0,140.0,0.0,522.0,0.0,21.0,0
2620,7A800691-972B-4A21-B432-D4A9B6E129A4,2.0,8.0,0.0,0.0,66.0,50.0,0.0,340.0,0.0,20.0,0
601,1d3fb97e6bdab4dc,0.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
7380,e6fea7208a26a412,1.0,3.0,0.0,0.0,99.0,25.0,0.0,279.0,0.0,15.0,1
1647,4c53fd841329d15a,0.0,3.0,0.0,0.0,75.0,0.0,0.0,199.0,0.0,5.0,0
3662,a589c84bb3e7824e,5.0,10.0,0.0,0.0,79.0,50.0,0.0,586.0,1.0,20.0,0
3669,764705cc11d92d12,2.0,13.0,0.0,0.0,66.0,50.0,185.0,398.0,0.0,21.0,1
3568,a13fdc13fe48f837,0.0,2.0,0.0,0.0,76.0,0.0,0.0,200.0,0.0,5.0,0
4632,d6f98520471d8626,4.0,29.0,0.0,0.0,72.0,165.0,0.0,800.0,0.0,31.0,0
5008,9f93c458b17cb002,2.0,8.0,0.0,0.0,91.0,50.0,0.0,348.0,0.0,20.0,1
512,18fc8b9fcaa6afda,4.0,22.0,0.0,0.0,1.0,50.0,0.0,624.0,0.0,21.0,0
3270,9a0d5f0bcb2b150e,3.0,11.0,0.0,0.0,81.0,50.0,0.0,366.0,0.0,20.0,0
3488,DB7AD50A-F611-4157-977B-2F86E8883CB2,0.0,2.0,0.0,0.0,76.0,0.0,0.0,199.0,0.0,5.0,0
4746,982c6fcb73adf979,12.0,88.0,0.0,0.0,6.0,582.0,985.0,1525.0,63.0,63.0,1
989,2e613583fc8bb143,1.0,8.0,0.0,0.0,91.0,50.0,0.0,357.0,0.0,20.0,0
2370,4c9098cb76848d5d,2.0,15.0,0.0,0.0,65.0,50.0,0.0,539.0,0.0,120.0,1
7270,e314b13172fb6d09,53.0,53.0,50.0,25.0,3.0,105.0,1090.0,1331.0,54.0,67.0,1
1874,56d9dbecdd351f49,7.0,22.0,0.0,0.0,2.0,50.0,0.0,715.0,14.0,31.0,0
5156,f536962649cd6702,2.0,7.0,0.0,0.0,75.0,25.0,0.0,299.0,0.0,15.0,0
1950,3f9ac6748cb2da68,7.0,31.0,0.0,0.0,41.0,140.0,0.0,548.0,18.0,21.0,1
2228,6677DC1D-5DA2-40F1-BDF1-5C068F528F1C,1.0,5.0,0.0,0.0,89.0,25.0,0.0,279.0,0.0,15.0,0
7090,dc5b1f75bdd248e2,11.0,79.0,0.0,0.0,0.0,639.0,1420.0,1447.0,6.0,46.0,1
5131,B38DD1D8-E51E-4E42-96D5-0EBA9D1C5FBA,1.0,3.0,0.0,0.0,74.0,0.0,0.0,224.0,0.0,5.0,1
6366,bfdb16daf66a921a,16.0,91.0,0.0,0.0,4.0,501.0,1490.0,1521.0,50.0,56.0,1
371,0acd4104643b0125,19.0,103.0,0.0,0.0,24.0,805.0,1400.0,1754.0,53.0,68.0,1
5062,A62724D5-EB83-48C8-B9C8-AAAB3C7D9242,10.0,45.0,2.0,1.0,3.0,75.0,0.0,1085.0,0.0,34.0,1
79,026abfed2e81fb81,6.0,24.0,0.0,0.0,81.0,140.0,0.0,726.0,5.0,21.0,1
1678,36bf5aa64d548f64,16.0,61.0,4.0,2.0,59.0,505.0,1275.0,1374.0,16.0,54.0,1
4919,e79c00c86d6bbe95,0.0,3.0,0.0,0.0,74.0,0.0,0.0,215.0,0.0,5.0,0
2990,8bf1a208e0d9092b,6.0,49.0,0.0,0.0,13.0,265.0,0.0,1045.0,0.0,36.0,0
5335,ff6a8122c1e3287f,6.0,39.0,0.0,0.0,10.0,165.0,0.0,1027.0,0.0,38.0,0
6072,b45f90f9de55c052,8.0,24.0,2.0,1.0,107.0,165.0,240.0,817.0,39.0,41.0,1
7298,e45182e5821e3055,5.0,43.0,0.0,0.0,7.0,205.0,0.0,991.0,0.0,34.0,1
1278,3afaa3f9927efd18,3.0,15.0,0.0,0.0,47.0,50.0,0.0,471.0,4.0,20.0,0
1306,3c2dab2ded3a7d76,3.0,13.0,0.0,0.0,62.0,50.0,0.0,475.0,0.0,21.0,0
5085,f12ffd545b172f49,5.0,22.0,0.0,0.0,4.0,50.0,0.0,588.0,9.0,20.0,0
7797,f4d9f4b7f40b54a2,8.0,68.0,0.0,0.0,9.0,555.0,1200.0,1349.0,53.0,56.0,1
2994,6149f9f8c946ff84,26.0,66.0,8.0,4.0,18.0,220.0,70.0,1413.0,27.0,55.0,1
1481,303037f66335f86e,6.0,26.0,2.0,1.0,6.0,75.0,0.0,983.0,0.0,34.0,1
2103,60e2f434518d0b1c,1.0,8.0,0.0,0.0,91.0,50.0,0.0,356.0,0.0,20.0,0
4957,e9c22f294789f9c4,2.0,12.0,0.0,0.0,68.0,50.0,0.0,578.0,0.0,20.0,0
4212,86ca0cbf64b979df,17.0,97.0,22.0,11.0,60.0,795.0,1155.0,1708.0,7.0,61.0,1
1347,3e7e67606232f544,2.0,7.0,0.0,0.0,75.0,25.0,0.0,281.0,0.0,15.0,0
541,1D79625F-5E9A-4A97-A2D6-03401A4B07A4,10.0,67.0,0.0,0.0,18.0,515.0,1200.0,1558.0,52.0,56.0,0
113,0358b77f7a0285c8,20.0,102.0,0.0,0.0,0.0,764.0,1860.0,1893.0,54.0,75.0,1
248,076f2404770b3557,5.0,20.0,2.0,1.0,32.0,50.0,150.0,623.0,6.0,21.0,1
1003,2ebfa385bf59fc77,14.0,114.0,4.0,2.0,17.0,565.0,1050.0,1877.0,50.0,62.0,0
4204,869A90EA-FAEF-4B74-8265-624AAD1E1ACD,12.0,46.0,0.0,0.0,7.0,165.0,740.0,1102.0,25.0,44.0,1
6390,c0c5e32ae97f2c48,13.0,43.0,0.0,0.0,4.0,167.0,1055.0,1124.0,27.0,44.0,1
3206,67887633587c0076,11.0,55.0,14.0,7.0,28.0,355.0,0.0,1186.0,45.0,62.0,1
4237,87bb5bd451b88edf,1.0,0.0,0.0,0.0,78.0,0.0,0.0,174.0,0.0,5.0,1
629,1e6184dceda20cc5,7.0,79.0,0.0,0.0,1.0,615.0,1350.0,1431.0,56.0,56.0,0
1931,3f050c28786735aa,33.0,88.0,28.0,14.0,34.0,565.0,1345.0,1753.0,33.0,92.0,1
7695,f1c8677a8c61156c,34.0,97.0,44.0,16.0,3.0,565.0,2570.0,2574.0,16.0,554.0,1
7922,f9b3d450903bf4f8,13.0,52.0,0.0,0.0,6.0,306.0,835.0,957.0,132.0,143.0,1
515,10F05CD9-6F30-4BF4-BD03-6163F27950BD,12.0,58.0,4.0,2.0,10.0,325.0,500.0,1354.0,21.0,61.0,1
2541,75fecb7c9d5c28b1,7.0,22.0,0.0,0.0,16.0,50.0,0.0,609.0,13.0,20.0,0
1063,31FF29FA-80FA-4C2B-9284-161621B9DBC9,5.0,42.0,0.0,0.0,153.0,345.0,700.0,854.0,0.0,31.0,0
5303,D515E100-6FBB-4537-9167-02F1D503AB54,4.0,25.0,0.0,0.0,96.0,165.0,0.0,839.0,25.0,41.0,1
4026,b8c755b70887c7f9,4.0,31.0,0.0,0.0,150.0,255.0,350.0,992.0,0.0,36.0,0
1275,298bfc33fbbca1cd,3.0,11.0,0.0,0.0,77.0,50.0,0.0,485.0,0.0,20.0,1
2700,7dd1a2018d96c39a,0.0,1.0,0.0,0.0,78.0,0.0,0.0,201.0,0.0,5.0,0
4673,d9b038ebc26639b9,6.0,40.0,8.0,3.0,150.0,315.0,350.0,1175.0,35.0,36.0,0
863,2968292cad80ef7c,2.0,3.0,0.0,0.0,99.0,25.0,0.0,282.0,0.0,15.0,0
2823,8411ba63cb4f2f52,1.0,6.0,0.0,0.0,78.0,25.0,0.0,281.0,0.0,15.0,0
2100,443d3be411e6a69,5.0,21.0,0.0,0.0,5.0,50.0,0.0,693.0,0.0,20.0,1
4881,e56971120a884df6,2.0,12.0,0.0,0.0,67.0,50.0,0.0,457.0,0.0,20.0,0
5534,a089c95d09857ab3,12.0,66.0,16.0,8.0,21.0,425.0,350.0,1382.0,19.0,45.0,1
1845,3b8a18ba319ca21f,28.0,62.0,22.0,11.0,9.0,225.0,1390.0,1432.0,6.0,47.0,1
4345,c8f9d9064c4f06d0,2.0,17.0,0.0,0.0,28.0,50.0,0.0,475.0,0.0,20.0,0
4816,e1dfd4b2dab960d4,0.0,1.0,0.0,0.0,77.0,0.0,0.0,199.0,0.0,5.0,0
7178,df9377ee28c1b3e9,8.0,38.0,0.0,0.0,6.0,75.0,0.0,833.0,0.0,30.0,1
4927,e82118a6c28d8868,6.0,40.0,4.0,2.0,11.0,165.0,0.0,1024.0,3.0,36.0,0
328,103b4a20b720e1d4,1.0,3.0,0.0,0.0,74.0,25.0,0.0,269.0,0.0,15.0,0
5003,9f5e29ca5863eb74,16.0,75.0,0.0,0.0,3.0,385.0,500.0,1513.0,0.0,47.0,1
949,2c661cfff73f80b4,2.0,8.0,0.0,0.0,91.0,50.0,0.0,353.0,0.0,20.0,0
103,05662c2cfa0f32ac,10.0,77.0,4.0,2.0,13.0,650.0,1375.0,1412.0,42.0,58.0,0
1710,37a413ec29bf8623,9.0,34.0,2.0,0.0,33.0,110.0,450.0,308.0,54.0,21.0,1
918,1d50d38cc11c01fa,13.0,85.0,6.0,3.0,109.0,787.0,1410.0,1630.0,9.0,63.0,1
1731,3868b0e75c48ad17,8.0,49.0,0.0,0.0,0.0,165.0,0.0,1091.0,0.0,35.0,1
4235,c306ad9bc8490b22,0.0,2.0,0.0,0.0,76.0,0.0,0.0,201.0,0.0,5.0,0
6396,c10a96a0837c341a,7.0,44.0,4.0,2.0,55.0,265.0,0.0,998.0,0.0,34.0,1
1815,545c0e478db49cd7,2.0,5.0,0.0,0.0,89.0,25.0,0.0,285.0,0.0,15.0,0
5857,ad0c06b3d2b94864,13.0,64.0,0.0,0.0,4.0,335.0,0.0,1297.0,56.0,56.0,1
2682,7ce8ab1a28fdaf5a,3.0,8.0,0.0,0.0,91.0,50.0,0.0,338.0,7.0,20.0,0
879,2A16F11F-1E9F-46E3-A4A8-432563AE26D1,7.0,44.0,0.0,0.0,48.0,305.0,350.0,1078.0,39.0,46.0,0
3208,678e64e82db5b8d2,12.0,76.0,0.0,0.0,7.0,631.0,1380.0,1427.0,23.0,54.0,1
5788,a9e009c6c0166114,6.0,30.0,2.0,1.0,2.0,75.0,0.0,872.0,0.0,31.0,1
3647,75E18D29-E278-45A9-B682-DB2F6CFA0BF5,8.0,67.0,18.0,9.0,2.0,475.0,350.0,1224.0,19.0,60.0,1
2982,8b56be92decab650,4.0,22.0,0.0,0.0,4.0,50.0,0.0,649.0,0.0,21.0,0
682,20e45cb9af419a3c,5.0,33.0,0.0,0.0,49.0,165.0,0.0,816.0,1.0,33.0,0
1067,229e1069d2ece7f1,4.0,14.0,0.0,0.0,64.0,50.0,105.0,708.0,1.0,21.0,1
3627,74c1e4a6106b7f10,5.0,13.0,0.0,0.0,59.0,50.0,0.0,514.0,15.0,31.0,1
547,11950f4ede0e3cda,10.0,65.0,2.0,1.0,6.0,345.0,0.0,1379.0,25.0,54.0,1
7222,e139ec712f83e78e,4.0,23.0,0.0,0.0,3.0,50.0,150.0,644.0,0.0,21.0,1
1024,211a366d28f71f31,12.0,88.0,0.0,0.0,3.0,706.0,1505.0,1505.0,55.0,56.0,1
3084,9135c20086f229dd,5.0,27.0,0.0,0.0,2.0,75.0,0.0,827.0,0.0,31.0,0
3543,FF7DA5C7-45DC-4374-A20D-4A6A6E7AC293,8.0,28.0,0.0,0.0,55.0,140.0,0.0,503.0,0.0,21.0,0
1055,31374876-0B5B-4DD1-8344-6E5EDD2F203F,9.0,60.0,12.0,6.0,126.0,605.0,1050.0,1177.0,55.0,56.0,0
7773,f4267a25aed144a9,1.0,6.0,0.0,0.0,76.0,25.0,0.0,283.0,0.0,15.0,1
656,1fca284c1fdb0215,7.0,63.0,8.0,4.0,43.0,535.0,700.0,1109.0,32.0,56.0,0
2614,79c56f85aa7e484f,9.0,68.0,3.0,1.0,73.0,515.0,1050.0,1331.0,56.0,56.0,0
1216,38f5f67971ddb6f1,8.0,29.0,0.0,0.0,2.0,75.0,55.0,827.0,3.0,31.0,0
949,1ebef33aa79572c5,7.0,58.0,0.0,0.0,90.0,532.0,985.0,1251.0,0.0,43.0,1
3305,6CC32A56-6EB9-467D-A2B0-98617C452A38,21.0,83.0,28.0,14.0,1.0,525.0,610.0,1437.0,100.0,156.0,1
6499,c45e61c2fa630cb3,13.0,65.0,0.0,0.0,2.0,345.0,0.0,1407.0,7.0,59.0,1
6323,be55697233b78ea0,12.0,62.0,4.0,2.0,12.0,515.0,1255.0,1358.0,49.0,58.0,1
3595,73b92d0f15526fe0,7.0,26.0,0.0,0.0,2.0,75.0,150.0,881.0,25.0,43.0,1
748,23a0e5e89789c1e6,2.0,12.0,0.0,0.0,71.0,50.0,0.0,365.0,0.0,20.0,0
